tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
the-deans-list-boston,The Dean’s List,3,"<meta content=""2.5"" itemprop=""ratingValue""/>","5 Blossom St, Boston, MA 02114","[u'Charles/Mgh Station', u'Bowdoin Station', u'Science Park Station']"
pho-basil-boston,Pho Basil,461,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,461,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
pho-basil-boston,Pho Basil,462,"<meta content=""4.0"" itemprop=""ratingValue""/>","177 Massachusetts Ave, Boston, MA 02115","[u'Hynes Convention Center Station', u'Symphony Station', u'Massachusetts Ave. Station']"
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
tatte-bakery-and-cafe-cambridge-2,Tatte Bakery & Cafe,14,"<meta content=""3.0"" itemprop=""ratingValue""/>","101 Main St, Cambridge, MA 02142",[u'Kendall/Mit Station']
